test_id,category,difficulty,target_level,input_title,context,expected_standard_title,expected_standard_id,expected_seniority,expected_domain
T_0429,运营,easy,L1,初级COO（偏策略）,负责全公司运营，有跨部门协作经验,运营经理,operations_manager,C-level,
T_0430,市场,easy,L1,初级品牌经理（偏策略）,有跨部门协作经验,市场经理,marketing_manager,初级/助理,品牌
T_0431,市场,easy,L1,初级CMO（偏策略）,有跨部门协作经验,市场经理,marketing_manager,C-level,
T_0432,人力资源,easy,L1,HRBP（偏策略）,对接技术团队，有跨部门协作经验,人力资源经理,hr_manager,初级/助理,HRBP
T_0433,人力资源,easy,L1,初级招聘经理（偏策略）,有跨部门协作经验,人力资源经理,hr_manager,初级/助理,招聘
T_0434,投资,easy,L1,初级投资总监（偏策略）,看AI赛道，有跨部门协作经验,投资经理,investment_manager,总监,
T_0435,投资,easy,L1,初级合伙人（偏策略）,基金的GP，有跨部门协作经验,投资经理,investment_manager,初级/助理,
T_0436,销售,easy,L1,初级BD经理（偏策略）,有跨部门协作经验,销售经理,sales_manager,初级/助理,BD
T_0437,销售,easy,L1,初级KA经理（偏策略）,负责大客户，有跨部门协作经验,销售经理,sales_manager,初级/助理,大客户
T_0438,财务,easy,L1,初级CFO（偏策略）,有跨部门协作经验,财务经理,finance_manager,C-level,
T_0439,数据分析,easy,L1,初级BI分析师（偏策略）,做Tableau报表，有跨部门协作经验,数据分析师,data_analyst,初级/助理,BI
T_0440,数据分析,hard,L3_ambiguous,CDO（偏策略）,首席数据官，管数据团队，有跨部门协作经验,设计师,designer,C-level,
T_0441,开发,easy,L1,前端工程师（偏策略）,3年React经验，有跨部门协作经验,软件工程师,software_engineer,初级/助理,前端
T_0442,开发,easy,L1,初级CTO（偏策略）,创业公司CTO，有跨部门协作经验,软件工程师,software_engineer,C-level,
T_0443,开发,easy,L1,Java工程师（偏策略）,有跨部门协作经验,软件工程师,software_engineer,初级/助理,后端
T_0444,测试,easy,L1,初级QA工程师（偏策略）,有跨部门协作经验,测试工程师,test_engineer,初级/助理,
T_0445,算法,easy,L1,初级NLP工程师（偏策略）,做大模型，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,NLP
T_0446,算法,easy,L1,初级推荐算法工程师（偏策略）,有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,推荐
T_0447,法务,easy,L1,初级法律顾问（偏策略）,有跨部门协作经验,法务经理,legal_manager,初级/助理,
T_0448,供应链,easy,L1,采购经理（偏策略）,有跨部门协作经验,供应链经理,supply_chain_manager,初级/助理,采购
T_0449,设计,easy,L1,UX设计师（偏策略）,有跨部门协作经验,设计师,designer,初级/助理,UX
T_0450,行政,easy,L1,行政助理（偏策略）,有跨部门协作经验,行政经理,admin_manager,初级/助理,
T_0451,产品,easy,L1,product manager（偏策略）,有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0452,开发,easy,L1,初级tech lead（偏策略）,带5人后端，有跨部门协作经验,软件工程师,software_engineer,初级/助理,
T_0453,开发,easy,L1,初级云架构师（偏策略）,有跨部门协作经验,架构师,architect,初级/助理,云
T_0454,产品,easy,L1,初级项目经理（偏策略）,做技术项目，有跨部门协作经验,项目经理,project_manager,初级/助理,
T_0455,产品,easy,L1,TPM（偏策略）,Technical Program Manager，有跨部门协作经验,项目经理,project_manager,初级/助理,技术
T_0456,管理,easy,L1,CEO（偏策略）,有跨部门协作经验,总经理,general_manager,C-level,
T_0457,管理,easy,L1,初级事业部总经理（偏策略）,有跨部门协作经验,总经理,general_manager,高级,事业部
T_0458,供应链,easy,L1,初级结构工程师（偏策略）,有跨部门协作经验,机械工程师,mechanical_engineer,初级/助理,结构
T_0459,算法,easy,L1,初级AIGC工程师（偏策略）,有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,AIGC
T_0460,销售,easy,L1,客户成功经理（偏策略）,有跨部门协作经验,销售经理,sales_manager,初级/助理,客户成功
T_0461,产品,medium,L2,高级产品策划（偏策略）,有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0462,产品,medium,L2,资深产品 owner（偏策略）,有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0463,运营,medium,L2,高级内容运营（偏策略）,有跨部门协作经验,运营经理,operations_manager,高级/资深,内容
T_0464,运营,medium,L2,资深用户运营经理（偏策略）,有跨部门协作经验,运营经理,operations_manager,高级/资深,用户
T_0465,运营,medium,L2,初级首席增长官（偏策略）,公司用户增长负责人，有跨部门协作经验,运营经理,operations_manager,初级/助理,增长
T_0466,市场,medium,L2,初级高级品牌策划（偏策略）,有跨部门协作经验,市场经理,marketing_manager,高级/资深,品牌
T_0467,市场,medium,L2,初级资深营销经理（偏策略）,做数字营销，有跨部门协作经验,市场经理,marketing_manager,高级/资深,营销
T_0468,人力资源,medium,L2,高级招聘专员（偏策略）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,招聘
T_0469,人力资源,medium,L2,资深HRBP（偏策略）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,HRBP
T_0470,投资,medium,L2,高级投资分析师（偏策略）,看医疗赛道，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0471,销售,medium,L2,高级BD专员（偏策略）,有跨部门协作经验,销售经理,sales_manager,高级/资深,BD
T_0472,销售,medium,L2,初级资深客户经理（偏策略）,有跨部门协作经验,销售经理,sales_manager,高级/资深,
T_0473,财务,medium,L2,高级审计经理（偏策略）,有跨部门协作经验,财务经理,finance_manager,高级/资深,审计
T_0474,数据分析,medium,L2,初级高级数据分析师（偏策略）,有跨部门协作经验,数据分析师,data_analyst,高级/资深,
T_0475,数据分析,medium,L2,资深商业分析师（偏策略）,做BI方向，有跨部门协作经验,数据分析师,data_analyst,高级/资深,商业分析
T_0476,开发,medium,L2,高级Go工程师（偏策略）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,后端
T_0477,开发,medium,L2,初级资深DevOps工程师（偏策略）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,DevOps
T_0478,开发,medium,L2,高级全栈工程师（偏策略）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0479,测试,medium,L2,初级高级QA工程师（偏策略）,有跨部门协作经验,测试工程师,test_engineer,高级/资深,
T_0480,算法,medium,L2,初级资深NLP工程师（偏策略）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,NLP
T_0481,算法,medium,L2,高级推荐算法工程师（偏策略）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,推荐
T_0482,法务,medium,L2,初级高级合规经理（偏策略）,有跨部门协作经验,法务经理,legal_manager,高级/资深,合规
T_0483,供应链,medium,L2,初级高级采购经理（偏策略）,有跨部门协作经验,供应链经理,supply_chain_manager,高级/资深,采购
T_0484,设计,medium,L2,初级资深UI设计师（偏策略）,有跨部门协作经验,设计师,designer,高级/资深,UI
T_0485,设计,medium,L2,初级高级交互设计师（偏策略）,有跨部门协作经验,设计师,designer,高级/资深,交互
T_0486,行政,medium,L2,高级行政专员（偏策略）,有跨部门协作经验,行政经理,admin_manager,高级/资深,
T_0487,开发,medium,L2,高级系统架构师（偏策略）,有跨部门协作经验,架构师,architect,高级/资深,系统
T_0488,管理,medium,L2,初级高级业务总监（偏策略）,有跨部门协作经验,总经理,general_manager,高级/资深,
T_0489,产品,medium,L2,初级高级项目经理（偏策略）,有跨部门协作经验,项目经理,project_manager,高级/资深,
T_0490,供应链,medium,L2,初级高级硬件工程师（偏策略）,做消费电子，有跨部门协作经验,机械工程师,mechanical_engineer,高级/资深,硬件
T_0491,运营,medium,L2,高级直播运营经理（偏策略）,有跨部门协作经验,运营经理,operations_manager,高级/资深,直播
T_0492,销售,medium,L2,初级资深售前顾问（偏策略）,有跨部门协作经验,销售经理,sales_manager,高级/资深,售前
T_0493,算法,medium,L2,首席大模型工程师（偏策略）,有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,大模型
T_0494,开发,medium,L2,初级初级前端工程师（偏策略）,应届生，有跨部门协作经验,软件工程师,software_engineer,初级/助理,前端
T_0495,财务,medium,L2,资深FP&A经理（偏策略）,有跨部门协作经验,财务经理,finance_manager,高级/资深,FP&A
T_0496,人力资源,medium,L2,初级高级OD经理（偏策略）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,OD
T_0497,开发,medium,L2,资深iOS工程师（偏策略）,做社交APP，有跨部门协作经验,软件工程师,software_engineer,高级/资深,移动端
T_0498,运营,medium,L2,初级高级电商运营（偏策略）,有跨部门协作经验,运营经理,operations_manager,高级/资深,电商
T_0499,设计,medium,L2,初级资深视觉设计师（偏策略）,有跨部门协作经验,设计师,designer,高级/资深,视觉
T_0500,测试,medium,L2,初级资深自动化测试工程师（偏策略）,有跨部门协作经验,测试工程师,test_engineer,高级/资深,自动化
T_0501,产品,hard,L3,初级做用户研究和竞品分析的人（偏策略）,在产品部门，用Axure画原型，有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0502,产品,hard,L3,初级需求分析师（偏策略）,写PRD和需求文档，做产品方向，有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0503,运营,hard,L3,初级社群增长专家（偏策略）,负责私域社群拉新和用户增长，用AB测试优化转化，有跨部门协作经验,运营经理,operations_manager,专家,
T_0504,运营,hard,L3,初级抖音内容负责人（偏策略）,管理短视频团队做内容运营，有跨部门协作经验,运营经理,operations_manager,负责人,内容
T_0505,运营,hard,L3,初级小红书运营（偏策略）,做品牌种草和内容策划，有跨部门协作经验,运营经理,operations_manager,初级/助理,
T_0506,市场,hard,L3,初级SEM投放专家（偏策略）,在市场部做搜索引擎投放和媒介优化，有跨部门协作经验,市场经理,marketing_manager,专家,
T_0507,市场,hard,L3,初级整合营销负责人（偏策略）,品牌策略、内容营销、公关传播全都管，有跨部门协作经验,市场经理,marketing_manager,负责人,营销
T_0508,人力资源,hard,L3,初级企业文化官（偏策略）,负责企业文化建设、员工关系和雇主品牌，有跨部门协作经验,人力资源经理,hr_manager,初级/助理,
T_0509,人力资源,hard,L3,初级人才发展专家（偏策略）,做人才盘点和组织发展，有跨部门协作经验,人力资源经理,hr_manager,专家,
T_0510,投资,hard,L3,行研分析师（偏策略）,做尽职调查和估值分析，看科技赛道，有跨部门协作经验,投资经理,investment_manager,初级/助理,
T_0511,销售,hard,L3,初级客户关系维护经理（偏策略）,做大客户维护，CRM管理，有跨部门协作经验,销售经理,sales_manager,初级/助理,大客户
T_0512,销售,hard,L3,初级解决方案总监（偏策略）,做售前方案呈现和商务谈判，有跨部门协作经验,销售经理,sales_manager,总监,售前
T_0513,财务,hard,L3,初级预算管理经理（偏策略）,负责全公司预算和财务报表，有跨部门协作经验,财务经理,finance_manager,初级/助理,FP&A
T_0514,数据分析,hard,L3,初级数据可视化专家（偏策略）,用Tableau和PowerBI做报表，SQL取数，有跨部门协作经验,数据分析师,data_analyst,专家,
T_0515,数据分析,hard,L3,初级AB测试分析师（偏策略）,做数据建模和统计分析，有跨部门协作经验,数据分析师,data_analyst,初级/助理,
T_0516,开发,hard,L3,初级微服务开发负责人（偏策略）,用Spring Cloud + K8s做微服务，管Docker容器，有跨部门协作经验,软件工程师,software_engineer,负责人,
T_0517,开发,hard,L3,初级CI/CD工程师（偏策略）,做持续集成和自动化部署，有跨部门协作经验,软件工程师,software_engineer,初级/助理,DevOps
T_0518,开发,hard,L3,初级分布式系统专家（偏策略）,做高可用和性能优化，有跨部门协作经验,架构师,architect,专家,
T_0519,测试,hard,L3,初级自动化框架开发（偏策略）,用Selenium和JMeter做测试，接口测试和持续集成，有跨部门协作经验,测试工程师,test_engineer,初级/助理,测试开发
T_0520,算法,hard,L3,深度学习研究员（偏策略）,发顶会论文，做PyTorch和机器学习，CV方向，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,CV
T_0521,算法,hard,L3,初级搜索引擎算法（偏策略）,做搜索排序和推荐系统，特征工程，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,推荐
T_0522,法务,hard,L3,初级数据隐私顾问（偏策略）,做合规管理和数据隐私，了解GDPR，有跨部门协作经验,法务经理,legal_manager,初级/助理,数据合规
T_0523,供应链,hard,L3,初级精益生产顾问（偏策略）,做工厂精益生产和质量管理，控制成本，有跨部门协作经验,供应链经理,supply_chain_manager,初级/助理,生产
T_0524,设计,hard,L3,初级用研专家（偏策略）,做用户研究和交互设计，建设设计系统，有跨部门协作经验,设计师,designer,专家,UX
T_0525,行政,hard,L3,初级办公管理负责人（偏策略）,管行政和差旅管理，做会议组织，有跨部门协作经验,行政经理,admin_manager,负责人,
T_0526,管理,hard,L3,初级战略规划总监（偏策略）,做战略管理和业务规划，有跨部门协作经验,总经理,general_manager,总监,
T_0527,产品,hard,L3,初级敏捷教练（偏策略）,推Scrum和敏捷开发，用JIRA管项目，有跨部门协作经验,项目经理,project_manager,初级/助理,
T_0528,供应链,hard,L3,初级CAE仿真专家（偏策略）,用SolidWorks做结构设计和公差分析，有跨部门协作经验,机械工程师,mechanical_engineer,专家,仿真
T_0529,开发,hard,L3,云原生架构专家（偏策略）,做云原生和中间件，技术选型，有跨部门协作经验,架构师,architect,专家,云
T_0530,算法,hard,L3,初级感知融合工程师（偏策略）,做自动驾驶的感知算法和SLAM，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,自动驾驶
T_0531,跨领域,hard,L3_ambiguous,数据产品经理（偏策略）,在数据部门做数据产品，有跨部门协作经验,数据分析师,data_analyst,初级/助理,数据产品
T_0532,跨领域,hard,L3_ambiguous,初级渠道经理（偏策略）,做销售渠道管理，有跨部门协作经验,市场经理,marketing_manager,初级/助理,渠道
T_0533,跨领域,hard,L3_ambiguous,初级前端架构师（偏策略）,做前端技术架构，有跨部门协作经验,架构师,architect,初级/助理,前端
T_0534,跨领域,hard,L3_ambiguous,初级嵌入式工程师（偏策略）,做智能硬件的嵌入式开发，有跨部门协作经验,软件工程师,software_engineer,初级/助理,嵌入式
T_0535,未知,hard,out_of_graph,初级增长黑客（偏策略）,用数据驱动做用户增长，有跨部门协作经验,运营经理,operations_manager,初级/助理,增长
T_0536,未知,hard,out_of_graph,初级全栈产品设计师（偏策略）,又做UX又做UI还写点前端，有跨部门协作经验,设计师,designer,初级/助理,
T_0537,未知,hard,out_of_graph,初级AI训练师（偏策略）,做大模型的RLHF标注和prompt工程，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,大模型
T_0538,未知,hard,out_of_graph,初级Prompt工程师（偏策略）,做大模型prompt优化，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,大模型
T_0539,未知,hard,out_of_graph,初级数字化转型负责人（偏策略）,推公司数字化转型，管IT和数据，有跨部门协作经验,总经理,general_manager,负责人,
T_0540,未知,hard,out_of_graph,初级出海运营负责人（偏策略）,做东南亚市场的本地化运营，有跨部门协作经验,运营经理,operations_manager,负责人,海外
T_0541,未知,hard,out_of_graph,初级GTM策略负责人（偏策略）,做go-to-market策略和市场推广，有跨部门协作经验,市场经理,marketing_manager,负责人,GTM
T_0542,未知,hard,out_of_graph,初级数据工程师（偏策略）,做ETL和数据管道，有跨部门协作经验,数据分析师,data_analyst,初级/助理,
T_0543,未知,hard,out_of_graph,初级SaaS销售总监（偏策略）,做企业SaaS产品的销售，有跨部门协作经验,销售经理,sales_manager,总监,
T_0544,未知,hard,out_of_graph,私募基金经理（偏策略）,管理PE基金，做一级市场投资，有跨部门协作经验,投资经理,investment_manager,初级/助理,
T_0545,未知,hard,out_of_graph,ESG合规官（偏策略）,做ESG合规和可持续发展报告，有跨部门协作经验,法务经理,legal_manager,初级/助理,合规
T_0546,未知,hard,out_of_graph,初级供应链数字化负责人（偏策略）,做供应链ERP和库存管理系统，有跨部门协作经验,供应链经理,supply_chain_manager,负责人,
T_0547,未知,hard,out_of_graph,初级首席人才官（偏策略）,管全公司招聘和人才发展，有跨部门协作经验,人力资源经理,hr_manager,C-level,
T_0548,未知,hard,out_of_graph,初级智能硬件产品总监（偏策略）,做IoT智能穿戴产品，有跨部门协作经验,产品经理,product_manager,总监,硬件
T_0549,未知,hard,out_of_graph,初级MLOps工程师（偏策略）,做机器学习模型部署和运维，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,
T_0550,未知,hard,out_of_graph,初级RPA开发工程师（偏策略）,做流程自动化机器人，有跨部门协作经验,软件工程师,software_engineer,初级/助理,
T_0551,未知,hard,out_of_graph,低代码平台产品经理（偏策略）,做低代码/无代码开发平台，有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0552,未知,hard,out_of_graph,Web3产品经理（偏策略）,做DeFi和NFT相关产品，有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0553,未知,hard,out_of_graph,初级财务BP（偏策略）,做业务财务分析，对接事业部，有跨部门协作经验,财务经理,finance_manager,初级/助理,FP&A
T_0554,未知,hard,out_of_graph,初级区块链开发工程师（偏策略）,做智能合约和Solidity开发，有跨部门协作经验,软件工程师,software_engineer,初级/助理,
T_0555,未知,hard,out_of_graph,初级机器人产品经理（偏策略）,做服务机器人的产品规划，有跨部门协作经验,产品经理,product_manager,初级/助理,
T_0556,未知,hard,out_of_graph,初级智能座舱算法工程师（偏策略）,做车载语音和HMI交互，有跨部门协作经验,算法工程师,algorithm_engineer,初级/助理,
T_0557,未知,hard,out_of_graph,初级全球化人事负责人（偏策略）,管海外团队的HR和薪酬福利，有跨部门协作经验,人力资源经理,hr_manager,负责人,
T_0558,未知,hard,out_of_graph,初级新零售运营总监（偏策略）,做线上线下融合的新零售，有跨部门协作经验,运营经理,operations_manager,总监,
T_0559,未知,hard,out_of_graph,元宇宙产品设计师（偏策略）,做VR/AR沉浸式体验设计，有跨部门协作经验,设计师,designer,初级/助理,
T_0560,未知,hard,out_of_graph,初级技术合伙人（偏策略）,创业公司的技术合伙人，管研发，有跨部门协作经验,软件工程师,software_engineer,初级/助理,
T_0561,产品,easy,L1,高级产品经理（偏执行）,我目前做C端产品，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0562,产品,easy,L1,高级PM（偏执行）,字节跳动做推荐产品的PM，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0563,产品,easy,L1,高级产品总监（偏执行）,管三条产品线，有跨部门协作经验,产品经理,product_manager,总监,
T_0564,产品,easy,L1,高级CPO（偏执行）,有跨部门协作经验,产品经理,product_manager,C-level,
T_0565,产品,easy,L1,高级AI产品经理（偏执行）,做大模型应用方向，有跨部门协作经验,产品经理,product_manager,高级/资深,AI
T_0566,运营,easy,L1,高级用户运营（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,用户
T_0567,运营,easy,L1,高级运营总监（偏执行）,管整个运营部门，有跨部门协作经验,运营经理,operations_manager,总监,
T_0568,运营,easy,L1,高级增长经理（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,增长
T_0569,运营,easy,L1,COO（偏执行）,负责全公司运营，有跨部门协作经验,运营经理,operations_manager,C-level,
T_0570,市场,easy,L1,品牌经理（偏执行）,有跨部门协作经验,市场经理,marketing_manager,高级/资深,品牌
T_0571,市场,easy,L1,高级CMO（偏执行）,有跨部门协作经验,市场经理,marketing_manager,C-level,
T_0572,人力资源,easy,L1,高级HRBP（偏执行）,对接技术团队，有跨部门协作经验,人力资源经理,hr_manager,高级/资深,HRBP
T_0573,人力资源,easy,L1,高级招聘经理（偏执行）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,招聘
T_0574,投资,easy,L1,投资总监（偏执行）,看AI赛道，有跨部门协作经验,投资经理,investment_manager,总监,
T_0575,投资,easy,L1,高级合伙人（偏执行）,基金的GP，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0576,销售,easy,L1,高级BD经理（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,BD
T_0577,销售,easy,L1,高级KA经理（偏执行）,负责大客户，有跨部门协作经验,销售经理,sales_manager,高级/资深,大客户
T_0578,财务,easy,L1,CFO（偏执行）,有跨部门协作经验,财务经理,finance_manager,C-level,
T_0579,数据分析,easy,L1,高级BI分析师（偏执行）,做Tableau报表，有跨部门协作经验,数据分析师,data_analyst,高级/资深,BI
T_0580,数据分析,hard,L3_ambiguous,CDO（偏执行）,首席数据官，管数据团队，有跨部门协作经验,设计师,designer,C-level,
T_0581,开发,easy,L1,高级前端工程师（偏执行）,3年React经验，有跨部门协作经验,软件工程师,software_engineer,高级/资深,前端
T_0582,开发,easy,L1,CTO（偏执行）,创业公司CTO，有跨部门协作经验,软件工程师,software_engineer,C-level,
T_0583,开发,easy,L1,高级Java工程师（偏执行）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,后端
T_0584,测试,easy,L1,QA工程师（偏执行）,有跨部门协作经验,测试工程师,test_engineer,高级/资深,
T_0585,算法,easy,L1,NLP工程师（偏执行）,做大模型，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,NLP
T_0586,算法,easy,L1,高级推荐算法工程师（偏执行）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,推荐
T_0587,法务,easy,L1,高级法律顾问（偏执行）,有跨部门协作经验,法务经理,legal_manager,高级/资深,
T_0588,供应链,easy,L1,高级采购经理（偏执行）,有跨部门协作经验,供应链经理,supply_chain_manager,高级/资深,采购
T_0589,设计,easy,L1,UX设计师（偏执行）,有跨部门协作经验,设计师,designer,高级/资深,UX
T_0590,行政,easy,L1,高级行政助理（偏执行）,有跨部门协作经验,行政经理,admin_manager,高级/资深,
T_0591,产品,easy,L1,product manager（偏执行）,有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0592,开发,easy,L1,高级tech lead（偏执行）,带5人后端，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0593,开发,easy,L1,高级云架构师（偏执行）,有跨部门协作经验,架构师,architect,高级/资深,云
T_0594,产品,easy,L1,高级项目经理（偏执行）,做技术项目，有跨部门协作经验,项目经理,project_manager,高级/资深,
T_0595,产品,easy,L1,高级TPM（偏执行）,Technical Program Manager，有跨部门协作经验,项目经理,project_manager,高级/资深,技术
T_0596,管理,easy,L1,高级CEO（偏执行）,有跨部门协作经验,总经理,general_manager,C-level,
T_0597,管理,easy,L1,事业部总经理（偏执行）,有跨部门协作经验,总经理,general_manager,高级,事业部
T_0598,供应链,easy,L1,高级结构工程师（偏执行）,有跨部门协作经验,机械工程师,mechanical_engineer,高级/资深,结构
T_0599,算法,easy,L1,高级AIGC工程师（偏执行）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,AIGC
T_0600,销售,easy,L1,高级客户成功经理（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,客户成功
T_0601,产品,medium,L2,高级高级产品策划（偏执行）,有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0602,产品,medium,L2,高级资深产品 owner（偏执行）,有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0603,运营,medium,L2,高级高级内容运营（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,内容
T_0604,运营,medium,L2,高级资深用户运营经理（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,用户
T_0605,运营,medium,L2,高级首席增长官（偏执行）,公司用户增长负责人，有跨部门协作经验,运营经理,operations_manager,高级/资深,增长
T_0606,市场,medium,L2,高级高级品牌策划（偏执行）,有跨部门协作经验,市场经理,marketing_manager,高级/资深,品牌
T_0607,市场,medium,L2,高级资深营销经理（偏执行）,做数字营销，有跨部门协作经验,市场经理,marketing_manager,高级/资深,营销
T_0608,人力资源,medium,L2,高级高级招聘专员（偏执行）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,招聘
T_0609,人力资源,medium,L2,高级资深HRBP（偏执行）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,HRBP
T_0610,投资,medium,L2,高级高级投资分析师（偏执行）,看医疗赛道，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0611,销售,medium,L2,高级高级BD专员（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,BD
T_0612,销售,medium,L2,高级资深客户经理（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,
T_0613,财务,medium,L2,高级高级审计经理（偏执行）,有跨部门协作经验,财务经理,finance_manager,高级/资深,审计
T_0614,数据分析,medium,L2,高级高级数据分析师（偏执行）,有跨部门协作经验,数据分析师,data_analyst,高级/资深,
T_0615,数据分析,medium,L2,高级资深商业分析师（偏执行）,做BI方向，有跨部门协作经验,数据分析师,data_analyst,高级/资深,商业分析
T_0616,开发,medium,L2,高级Go工程师（偏执行）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,后端
T_0617,开发,medium,L2,高级资深DevOps工程师（偏执行）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,DevOps
T_0618,开发,medium,L2,高级高级全栈工程师（偏执行）,有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0619,测试,medium,L2,高级QA工程师（偏执行）,有跨部门协作经验,测试工程师,test_engineer,高级/资深,
T_0620,算法,medium,L2,资深NLP工程师（偏执行）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,NLP
T_0621,算法,medium,L2,高级高级推荐算法工程师（偏执行）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,推荐
T_0622,法务,medium,L2,高级高级合规经理（偏执行）,有跨部门协作经验,法务经理,legal_manager,高级/资深,合规
T_0623,供应链,medium,L2,高级高级采购经理（偏执行）,有跨部门协作经验,供应链经理,supply_chain_manager,高级/资深,采购
T_0624,设计,medium,L2,资深UI设计师（偏执行）,有跨部门协作经验,设计师,designer,高级/资深,UI
T_0625,设计,medium,L2,高级交互设计师（偏执行）,有跨部门协作经验,设计师,designer,高级/资深,交互
T_0626,行政,medium,L2,高级行政专员（偏执行）,有跨部门协作经验,行政经理,admin_manager,高级/资深,
T_0627,开发,medium,L2,高级高级系统架构师（偏执行）,有跨部门协作经验,架构师,architect,高级/资深,系统
T_0628,管理,medium,L2,高级高级业务总监（偏执行）,有跨部门协作经验,总经理,general_manager,高级/资深,
T_0629,产品,medium,L2,高级高级项目经理（偏执行）,有跨部门协作经验,项目经理,project_manager,高级/资深,
T_0630,供应链,medium,L2,高级高级硬件工程师（偏执行）,做消费电子，有跨部门协作经验,机械工程师,mechanical_engineer,高级/资深,硬件
T_0631,运营,medium,L2,高级高级直播运营经理（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,直播
T_0632,销售,medium,L2,高级资深售前顾问（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,售前
T_0633,算法,medium,L2,高级首席大模型工程师（偏执行）,有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,大模型
T_0634,开发,medium,L2,高级初级前端工程师（偏执行）,应届生，有跨部门协作经验,软件工程师,software_engineer,初级/助理,前端
T_0635,财务,medium,L2,高级资深FP&A经理（偏执行）,有跨部门协作经验,财务经理,finance_manager,高级/资深,FP&A
T_0636,人力资源,medium,L2,高级高级OD经理（偏执行）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,OD
T_0637,开发,medium,L2,高级资深iOS工程师（偏执行）,做社交APP，有跨部门协作经验,软件工程师,software_engineer,高级/资深,移动端
T_0638,运营,medium,L2,高级高级电商运营（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,电商
T_0639,设计,medium,L2,高级资深视觉设计师（偏执行）,有跨部门协作经验,设计师,designer,高级/资深,视觉
T_0640,测试,medium,L2,高级资深自动化测试工程师（偏执行）,有跨部门协作经验,测试工程师,test_engineer,高级/资深,自动化
T_0641,产品,hard,L3,高级做用户研究和竞品分析的人（偏执行）,在产品部门，用Axure画原型，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0642,产品,hard,L3,高级需求分析师（偏执行）,写PRD和需求文档，做产品方向，有跨部门协作经验,产品经理,product_manager,高级/资深,
