pair_id,anchor,positive,positive_id,hard_negative,hard_negative_id,random_negative,random_negative_id,category,generation_type
P001167,招一个做产品专员的,产品经理,product_manager,项目经理,project_manager,海外销售经理,sales_manager,产品,T4_colloquial
P001168,C端高级供应链经理,供应链经理,supply_chain_manager,EE工程师,mechanical_engineer,Project Manager,project_manager,供应链,T3_domain
P001169,硬件项目负责人,项目经理,project_manager,产品 lead,product_manager,服务端开发,software_engineer,产品,T3_domain
P001170,做Android工程师的哥们,软件工程师,software_engineer,安全架构师,architect,总法律顾问,legal_manager,开发,T4_colloquial
P001171,招聘产品经理,产品经理,product_manager,高级项目经理,project_manager,渗透测试工程师,test_engineer,产品,T1_raw
P001172,办室公主任,行政经理,admin_manager,HRBP,hr_manager,部门经理,general_manager,行政,T6_typo
P001173,游戏会计主管,财务经理,finance_manager,首席法务官,legal_manager,运营负责人,operations_manager,财务,T3_domain
P001174,搞并购经理的,投资经理,investment_manager,财务副总裁,finance_manager,知识产权经理,legal_manager,投资,T4_colloquial
P001175,C端人事主管,人力资源经理,hr_manager,CAO,admin_manager,Web开发工程师,software_engineer,人力资源,T3_domain
P001176,采主购管,供应链经理,supply_chain_manager,资深机械工程师,mechanical_engineer,分公司总经理,general_manager,供应链,T6_typo
P001177,product owner，汇报给 CEO,产品经理,product_manager,技术项目经理,project_manager,财务负责人,finance_manager,产品,T7_context
P001178,总裁，大厂背景,总经理,general_manager,营销负责人,marketing_manager,投资分析师,investment_manager,管理,T7_context
P001179,教育HR负责人,人力资源经理,hr_manager,GR经理,admin_manager,性能测试工程师,test_engineer,人力资源,T3_domain
P001180,搞资金负责人的同事,财务经理,finance_manager,管理合伙人,investment_manager,合伙人,investment_manager,财务,T4_colloquial
P001181,Web3高级数据分析师,数据分析师,data_analyst,直播运营经理,operations_manager,运营 leader,operations_manager,数据分析,T3_domain
P001182,Marketing Manager，刚毕业 3 年,市场经理,marketing_manager,区域经理,sales_manager,首席设计师,designer,市场,T7_context
P001183,做高级财务经理的,财务经理,finance_manager,法务经理,legal_manager,市场总监,marketing_manager,财务,T4_colloquial
P001184,设施管理经理，年包 60-80w,行政经理,admin_manager,TA经理,hr_manager,算法负责人,algorithm_engineer,行政,T7_context
P001185,做业务总监的哥们,总经理,general_manager,审计经理,finance_manager,数据分析主管,data_analyst,管理,T4_colloquial
P001186,搞3D设计师的同事,设计师,designer,自动化测试负责人,test_engineer,首席销售官,sales_manager,设计,T4_colloquial
P001187,负责界面设计师,设计师,designer,前端负责人,software_engineer,供应链VP,supply_chain_manager,设计,T4_colloquial
P001188,产品部总经理，跨部门协作多,产品经理,product_manager,Technical Program Manager,project_manager,设计 leader,designer,产品,T7_context
P001189,首席Designer主管,设计师,designer,测试VP,test_engineer,Quality Assurance,test_engineer,设计,T2_seniority
P001190,Lead ML Engineer负责人,算法工程师,algorithm_engineer,后端开发,software_engineer,硬件负责人,mechanical_engineer,算法,T2_seniority
P001191,硬件设计工程师,机械工程师,mechanical_engineer,高级供应链经理,supply_chain_manager,品牌公关总监,marketing_manager,供应链,T1_raw
P001192,数据VP，年包 60-80w,数据分析师,data_analyst,社区运营,operations_manager,CDO,designer,数据分析,T7_context
P001193,数据算法主管,算法工程师,algorithm_engineer,软件工程师,software_engineer,公共事务经理,admin_manager,算法,T3_domain
P001194,搞业务助理的同事,总经理,general_manager,公关经理,marketing_manager,机器人算法工程师,algorithm_engineer,管理,T4_colloquial
P001195,副执行总监VP,总经理,general_manager,增长经理,operations_manager,高级机械工程师,mechanical_engineer,管理,T2_seniority
P001196,需求计划经理这块,供应链经理,supply_chain_manager,Mechanical Engineer,mechanical_engineer,项目经理,project_manager,供应链,T4_colloquial
P001197,Motion Designer岗位,设计师,designer,业务架构师,architect,高级销售经理,sales_manager,设计,T4_colloquial
P001198,员工关系经理岗位,人力资源经理,hr_manager,后勤主管,admin_manager,前台经理,admin_manager,人力资源,T4_colloquial
P001199,市场总监，之前做过开发,市场经理,marketing_manager,客户经理,sales_manager,办公室主任,admin_manager,市场,T7_context
P001200,医疗职业经理,总经理,general_manager,资金负责人,finance_manager,会计主管,finance_manager,管理,T3_domain
P001201,搞高级法务经理的,法务经理,legal_manager,财务负责人,finance_manager,CAO,admin_manager,法务,T4_colloquial
P001202,市场推广经理，在字节做推荐,市场经理,marketing_manager,区域销售经理,sales_manager,物流经理,supply_chain_manager,市场,T7_context
P001203,3D设计师这块,设计师,designer,资深机械工程师,mechanical_engineer,投后经理,investment_manager,设计,T4_colloquial
P001204,高级算法工程师专员,算法工程师,algorithm_engineer,后端工程师,software_engineer,中台负责人,general_manager,算法,T2_seniority
P001205,测试VP，汇报给 CEO,测试工程师,test_engineer,后端负责人,software_engineer,产品VP,product_manager,测试,T7_context
P001206,产品经理，跨部门协作多,产品经理,product_manager,PMO,project_manager,财务负责人,finance_manager,产品,T7_context
P001207,SaaS机械主管,机械工程师,mechanical_engineer,采购负责人,supply_chain_manager,高级数据分析师,data_analyst,供应链,T3_domain
P001208,高级sales,销售经理,sales_manager,海外营销经理,marketing_manager,海外市场经理,marketing_manager,销售,T5_en_zh_mix
P001209,搞TTS工程师的,算法工程师,algorithm_engineer,后端工程师,software_engineer,Python开发,software_engineer,算法,T4_colloquial
P001210,做市场专员的,市场经理,marketing_manager,销售专员,sales_manager,用户体验设计师,designer,市场,T4_colloquial
P001211,户客端开发,软件工程师,software_engineer,Cloud Architect,architect,合规经理,legal_manager,开发,T6_typo
P001212,我们公司做公共事务经理,行政经理,admin_manager,人力VP,hr_manager,ER经理,hr_manager,行政,T4_colloquial
P001213,搞资金经理的同事,财务经理,finance_manager,法律顾问,legal_manager,政府关系经理,admin_manager,财务,T4_colloquial
P001214,电商数据分析负责人,数据分析师,data_analyst,达人运营,operations_manager,测试工程师,test_engineer,数据分析,T3_domain
P001215,Graphic Designer，跨部门协作多,设计师,designer,Web开发工程师,software_engineer,项目负责人,project_manager,设计,T7_context
P001216,商业化高级测试工程师,测试工程师,test_engineer,后端开发,software_engineer,行政专员,admin_manager,测试,T3_domain
P001217,会计管主,财务经理,finance_manager,专利工程师,legal_manager,BA,data_analyst,财务,T6_typo
P001218,Senior 运营专员,运营经理,operations_manager,数据质量经理,data_analyst,员工关系经理,hr_manager,运营,T2_seniority
P001219,类似风控经理这种的,投资经理,investment_manager,税务经理,finance_manager,成本经理,finance_manager,投资,T4_colloquial
P001220,高级销售理经,销售经理,sales_manager,市场VP,marketing_manager,交付经理,project_manager,销售,T6_typo
P001221,Junior Design Lead,设计师,designer,移动端测试工程师,test_engineer,Unity开发,software_engineer,设计,T2_seniority
P001222,销售VP方向,销售经理,sales_manager,市场VP,marketing_manager,算法负责人,algorithm_engineer,销售,T4_colloquial
P001223,大模型高级测试工程师,测试工程师,test_engineer,全栈工程师,software_engineer,技术总监,software_engineer,测试,T3_domain
P001224,初级高级市场经理主管,市场经理,marketing_manager,区域经理,sales_manager,研发VP,software_engineer,市场,T2_seniority
P001225,架构师，跨部门协作多,架构师,architect,Software Engineer,software_engineer,资深项目经理,project_manager,开发,T7_context
P001226,搞商业化产品经理的同事,产品经理,product_manager,项目负责人,project_manager,后端开发,software_engineer,产品,T4_colloquial
P001227,硬件VP这块,机械工程师,mechanical_engineer,仓储经理,supply_chain_manager,风控经理,investment_manager,供应链,T4_colloquial
P001228,知识产权经理这块,法务经理,legal_manager,资金经理,finance_manager,平台运营经理,operations_manager,法务,T4_colloquial
P001229,人力总监，在字节做推荐,人力资源经理,hr_manager,设施管理经理,admin_manager,新媒体运营经理,operations_manager,人力资源,T7_context
P001230,出海高级投资经理,投资经理,investment_manager,财务分析经理,finance_manager,产品负责人,product_manager,投资,T3_domain
P001231,云架构师，负责 AI 产品方向,架构师,architect,前端负责人,software_engineer,物流主管,supply_chain_manager,开发,T7_context
P001232,产吕VP,产品经理,product_manager,PMO负责人,project_manager,BI负责人,data_analyst,产品,T6_typo
P001233,初级GM专家,总经理,general_manager,交付经理,project_manager,首席法务官,legal_manager,管理,T2_seniority
P001234,CDO方向,设计师,designer,解决方案架构师,architect,区域负责人,sales_manager,设计,T4_colloquial
P001235,数据产品 lead,产品经理,product_manager,高级项目经理,project_manager,AI后端工程师,software_engineer,产品,T3_domain
P001236,NLP算法工程师,算法工程师,algorithm_engineer,DevOps工程师,software_engineer,财务副总裁,finance_manager,算法,T1_raw
P001237,金融Tech Architect,架构师,architect,软件工程师,software_engineer,数据专员,data_analyst,开发,T3_domain
P001238,招聘经理岗位,人力资源经理,hr_manager,前台经理,admin_manager,数据运营经理,data_analyst,人力资源,T4_colloquial
P001239,品牌策划，刚毕业 3 年,市场经理,marketing_manager,BD专员,sales_manager,公共事务经理,admin_manager,市场,T7_context
P001240,做感知算法工程师的哥们,算法工程师,algorithm_engineer,服务端开发,software_engineer,COO,operations_manager,算法,T4_colloquial
P001241,项专目员,项目经理,project_manager,产品经理,product_manager,测试专员,test_engineer,产品,T6_typo
P001242,Lead 投资专员,投资经理,investment_manager,会计,finance_manager,BI负责人,data_analyst,投资,T2_seniority
P001243,Project Manager，之前做过开发,项目经理,project_manager,产品策划,product_manager,渗透测试工程师,test_engineer,产品,T7_context
P001244,薪酬经理，上一段在美团,人力资源经理,hr_manager,前台主管,admin_manager,行政助理,admin_manager,人力资源,T7_context
P001245,做自然语言处理工程师的,算法工程师,algorithm_engineer,软件工程师,software_engineer,高级投资经理,investment_manager,算法,T4_colloquial
P001246,项目主管，在阿里做 B 端,项目经理,project_manager,产品VP,product_manager,Graphic Designer,designer,产品,T7_context
P001247,教育行政负责人,行政经理,admin_manager,人力资源业务伙伴,hr_manager,product manager,product_manager,行政,T3_domain
P001248,采购专员岗位,供应链经理,supply_chain_manager,硬件工程师,mechanical_engineer,测试开发工程师,test_engineer,供应链,T4_colloquial
P001249,搞品牌主管的同事,市场经理,marketing_manager,区域销售经理,sales_manager,固件工程师,software_engineer,市场,T4_colloquial
P001250,资深市场经理,市场经理,marketing_manager,海外销售负责人,sales_manager,商业智能分析师,data_analyst,市场,T2_seniority
P001251,数据分析师,数据分析师,data_analyst,海外运营经理,operations_manager,事业部总经理,general_manager,数据分析,T1_raw
P001252,招聘销售主管,销售经理,sales_manager,营销负责人,marketing_manager,供应链总监,supply_chain_manager,销售,T3_domain
P001253,POM负责人,项目经理,project_manager,后台产品经理,product_manager,战投经理,investment_manager,产品,T6_typo
P001254,决策规算划法,算法工程师,algorithm_engineer,技术 leader,software_engineer,数据总监,data_analyst,算法,T6_typo
P001255,HRBP 方向,人力资源经理,hr_manager,行政VP,admin_manager,Executive Assistant,admin_manager,人力资源,T5_en_zh_mix
P001256,招一个做PM的,产品经理,product_manager,交付负责人,project_manager,市场总监,marketing_manager,产品,T4_colloquial
P001257,做自动驾驶算法工程师的哥们,算法工程师,algorithm_engineer,后端 leader,software_engineer,首席数据官,data_analyst,算法,T4_colloquial
P001258,数据治理经里,数据分析师,data_analyst,首席运营官,operations_manager,生成式AI工程师,algorithm_engineer,数据分析,T6_typo
P001259,BI经理方向,数据分析师,data_analyst,策略运营,operations_manager,人力资源经理,hr_manager,数据分析,T4_colloquial
P001260,数据运营，带过 20+ 人团队,数据分析师,data_analyst,策略运营,operations_manager,平面设计师,designer,数据分析,T7_context
P001261,Senior 高级销售经理,销售经理,sales_manager,PR经理,marketing_manager,会计经理,finance_manager,销售,T2_seniority
P001262,搞总经理的同事,总经理,general_manager,财务负责人,finance_manager,AI架构师,architect,管理,T4_colloquial
P001263,增长市场主管,市场经理,marketing_manager,VP Sales,sales_manager,ER经理,hr_manager,市场,T3_domain
P001264,招聘投资分析师,投资经理,investment_manager,高级财务经理,finance_manager,销售负责人,sales_manager,投资,T3_domain
P001265,组织发展负责人，上一段在美团,人力资源经理,hr_manager,行政主管,admin_manager,售前负责人,sales_manager,人力资源,T7_context
P001266,Test Engineer，在腾讯带 10 人团队,测试工程师,test_engineer,iOS工程师,software_engineer,数据总监,data_analyst,测试,T7_context
P001267,Lead 供应链专员助理,供应链经理,supply_chain_manager,硬件VP,mechanical_engineer,知识产权经理,legal_manager,供应链,T2_seniority
P001268,搞Technical Program Manager的,项目经理,project_manager,产品工程师,product_manager,数据合规经理,legal_manager,产品,T4_colloquial
P001269,风控理经,投资经理,investment_manager,审计负责人,finance_manager,首席产品官,product_manager,投资,T6_typo
P001270,搞策略运营负责人的同事,运营经理,operations_manager,商业分析师,data_analyst,BI分析师,data_analyst,运营,T4_colloquial
P001271,海外销售责负人,销售经理,sales_manager,PR经理,marketing_manager,管理合伙人,investment_manager,销售,T6_typo
P001272,投总资监,投资经理,investment_manager,首席财务官,finance_manager,TTS工程师,algorithm_engineer,投资,T6_typo
P001273,搞首席架构师的同事,架构师,architect,基础架构工程师,software_engineer,雇主品牌经理,hr_manager,开发,T4_colloquial
P001274,投后管理负责人，刚毕业 3 年,投资经理,investment_manager,财务专员,finance_manager,设计主管,designer,投资,T7_context
P001275,数字营销经理,市场经理,marketing_manager,BD经理,sales_manager,硬件产品经理,product_manager,市场,T1_raw
P001276,海外销售负责人,销售经理,sales_manager,高级市场经理,marketing_manager,创始人,general_manager,销售,T1_raw
P001277,做法务负责人的哥们,法务经理,legal_manager,财务负责人,finance_manager,研发工程师,software_engineer,法务,T4_colloquial
P001278,移动端测试工程师，上一段在美团,测试工程师,test_engineer,Developer,software_engineer,Mechanical Engineer,mechanical_engineer,测试,T7_context
P001279,TPM，上一段在美团,项目经理,project_manager,策略产品经理,product_manager,CEO,general_manager,产品,T7_context
P001280,负责感知算法工程师,算法工程师,algorithm_engineer,Go工程师,software_engineer,职业经理人,general_manager,算法,T4_colloquial
P001281,投资主管，刚毕业 3 年,投资经理,investment_manager,内审经理,finance_manager,综合管理,admin_manager,投资,T7_context
P001282,客户成功负责人，上一段在美团,销售经理,sales_manager,海外市场经理,marketing_manager,平台运营,operations_manager,销售,T7_context
P001283,C端产品经理方向,产品经理,product_manager,交付经理,project_manager,IP经理,legal_manager,产品,T4_colloquial
P001284,出海法务主管,法务经理,legal_manager,FP&A经理,finance_manager,数据治理经理,data_analyst,法务,T3_domain
P001285,文秘，在腾讯带 10 人团队,行政经理,admin_manager,薪酬福利经理,hr_manager,BU负责人,general_manager,行政,T7_context
P001286,做PR经理的,市场经理,marketing_manager,渠道销售经理,sales_manager,税务经理,finance_manager,市场,T4_colloquial
P001287,运营 head，在阿里做 B 端,运营经理,operations_manager,数据负责人,data_analyst,战略投资经理,investment_manager,运营,T7_context
P001288,数据运营经理，在阿里做 B 端,数据分析师,data_analyst,社区运营经理,operations_manager,资深设计师,designer,数据分析,T7_context
P001289,解决方案架构师岗位,架构师,architect,全栈工程师,software_engineer,CPO,product_manager,开发,T4_colloquial
P001290,我们公司做法务主管,法务经理,legal_manager,审计负责人,finance_manager,安全工程师,software_engineer,法务,T4_colloquial
P001291,管理合伙人，负责 AI 产品方向,投资经理,investment_manager,财务专员,finance_manager,品牌负责人,marketing_manager,投资,T7_context
P001292,区域经理，IC 路线,销售经理,sales_manager,海外市场经理,marketing_manager,技术VP,software_engineer,销售,T7_context
P001293,供应链专员，上一段在美团,供应链经理,supply_chain_manager,电子工程师,mechanical_engineer,行政主管,admin_manager,供应链,T7_context
P001294,搞计算机视觉工程师的同事,算法工程师,algorithm_engineer,全栈工程师,software_engineer,GTM经理,marketing_manager,算法,T4_colloquial
P001295,高级财务理经,财务经理,finance_manager,专利工程师,legal_manager,决策规划算法,algorithm_engineer,财务,T6_typo
P001296,大区经理，年包 60-80w,销售经理,sales_manager,营销经理,marketing_manager,CMO,marketing_manager,销售,T7_context
P001297,首席项目经理,项目经理,project_manager,产品助理,product_manager,大模型工程师,algorithm_engineer,产品,T2_seniority
P001298,CSM，带过 20+ 人团队,销售经理,sales_manager,营销经理,marketing_manager,Test Engineer,test_engineer,销售,T7_context
P001299,电商运营经理，在阿里做 B 端,运营经理,operations_manager,数据运营经理,data_analyst,生产计划经理,supply_chain_manager,运营,T7_context
P001300,端前 leader,软件工程师,software_engineer,业务架构师,architect,Quality Assurance,test_engineer,开发,T6_typo
P001301,招一个做TPM的,项目经理,project_manager,数据产品负责人,product_manager,战略投资负责人,investment_manager,产品,T4_colloquial
P001302,招一个做搜索推荐工程师的,算法工程师,algorithm_engineer,技术主管,software_engineer,硬件工程师,mechanical_engineer,算法,T4_colloquial
P001303,做热设计工程师的哥们,机械工程师,mechanical_engineer,配送经理,supply_chain_manager,绩效经理,hr_manager,供应链,T4_colloquial
P001304,大模型机械负责人,机械工程师,mechanical_engineer,品控经理,supply_chain_manager,人力经理,hr_manager,供应链,T3_domain
P001305,前端 leader,软件工程师,software_engineer,数据架构师,architect,Key Account Manager,sales_manager,开发,T1_raw
P001306,LLM工程师,算法工程师,algorithm_engineer,Unity开发,software_engineer,策略产品经理,product_manager,算法,T1_raw
P001307,类似硬件负责人这种的,机械工程师,mechanical_engineer,供应链VP,supply_chain_manager,预算经理,finance_manager,供应链,T4_colloquial
P001308,Senior Data Analystleader,数据分析师,data_analyst,内容运营经理,operations_manager,测试开发工程师,test_engineer,数据分析,T2_seniority
P001309,隐私合规经理这块,法务经理,legal_manager,财务总监,finance_manager,仓储负责人,supply_chain_manager,法务,T4_colloquial
P001310,类似实施经理这种的,项目经理,project_manager,产品经理,product_manager,运营专员,operations_manager,产品,T4_colloquial
P001311,做物流经理的哥们,供应链经理,supply_chain_manager,仿真工程师,mechanical_engineer,首席法务官,legal_manager,供应链,T4_colloquial
P001312,SaaS产品策划,产品经理,product_manager,项目负责人,project_manager,三维设计师,designer,产品,T3_domain
P001313,财务同学(senior),财务经理,finance_manager,合规负责人,legal_manager,product owner,product_manager,财务,T5_en_zh_mix
P001314,Web3高级法务经理,法务经理,legal_manager,预算经理,finance_manager,行政专员,admin_manager,法务,T3_domain
P001315,Principal 供应链负责人,供应链经理,supply_chain_manager,机械负责人,mechanical_engineer,合规负责人,legal_manager,供应链,T2_seniority
P001316,解决方案架构师，偏管理岗,架构师,architect,Android工程师,software_engineer,设计主管,designer,开发,T7_context
P001317,资深业务负责人VP,总经理,general_manager,争议解决律师,legal_manager,数据负责人,data_analyst,管理,T2_seniority
P001318,硬件市场经理,市场经理,marketing_manager,城市经理,sales_manager,采购负责人,supply_chain_manager,市场,T3_domain
P001319,搞PMO的同事,项目经理,project_manager,资深产品经理,product_manager,供应商管理经理,supply_chain_manager,产品,T4_colloquial
P001320,类似System Architect这种的,架构师,architect,UE开发,software_engineer,总法律顾问,legal_manager,开发,T4_colloquial
P001321,增长财务专员,财务经理,finance_manager,法律顾问,legal_manager,前端 leader,software_engineer,财务,T3_domain
P001322,数据产品负责人，刚毕业 3 年,产品经理,product_manager,Project Manager,project_manager,售前顾问,sales_manager,产品,T7_context
P001323,商业化team leader,软件工程师,software_engineer,IT架构师,architect,商业分析师,data_analyst,开发,T3_domain
P001324,业总务监,总经理,general_manager,行政助理,admin_manager,前台主管,admin_manager,管理,T6_typo
P001325,Lead 供应链专员,供应链经理,supply_chain_manager,高级机械工程师,mechanical_engineer,产品设计师,designer,供应链,T2_seniority
P001326,BI分析师，在字节做推荐,数据分析师,data_analyst,电商运营,operations_manager,司库,finance_manager,数据分析,T7_context
P001327,资深运营 leader专员,运营经理,operations_manager,高级数据分析师,data_analyst,嵌入式开发,software_engineer,运营,T2_seniority
P001328,ID设计师,设计师,designer,云架构师,architect,董事长秘书,admin_manager,设计,T1_raw
P001329,实经施理,项目经理,project_manager,产品VP,product_manager,知识产权经理,legal_manager,产品,T6_typo
P001330,合规负责人,法务经理,legal_manager,财务负责人,finance_manager,综合管理,admin_manager,法务,T1_raw
P001331,负责用户运营负责人,运营经理,operations_manager,数据主管,data_analyst,高级算法工程师,algorithm_engineer,运营,T4_colloquial
P001332,Junior GM,总经理,general_manager,CSM,sales_manager,诉讼律师,legal_manager,管理,T2_seniority
P001333,Principal 市场专员,市场经理,marketing_manager,海外销售负责人,sales_manager,硬件负责人,mechanical_engineer,市场,T2_seniority
P001334,SALES MANAGER,销售经理,sales_manager,品牌主管,marketing_manager,海外运营经理,operations_manager,销售,T5_en_zh_mix
P001335,后端工程师，在腾讯带 10 人团队,软件工程师,software_engineer,System Architect,architect,人力资源业务伙伴,hr_manager,开发,T7_context
P001336,自动驾驶人事主管,人力资源经理,hr_manager,GR经理,admin_manager,法务专员,legal_manager,人力资源,T3_domain
P001337,做数据产品经理的哥们,产品经理,product_manager,Technical Program Manager,project_manager,首席销售官,sales_manager,产品,T4_colloquial
P001338,搞产品部总经理的同事,产品经理,product_manager,项目经理,project_manager,销售专员,sales_manager,产品,T4_colloquial
P001339,搞QA总监的,测试工程师,test_engineer,React Native工程师,software_engineer,成本经理,finance_manager,测试,T4_colloquial
P001340,数据高级供应链经理,供应链经理,supply_chain_manager,机械负责人,mechanical_engineer,产品部总经理,product_manager,供应链,T3_domain
P001341,Lead 产品负责人,产品经理,product_manager,项目专员,project_manager,投资专员,investment_manager,产品,T2_seniority
P001342,策略项目专员,项目经理,project_manager,B端产品经理,product_manager,合规经理,legal_manager,产品,T3_domain
P001343,品牌经理，之前做过开发,市场经理,marketing_manager,区域经理,sales_manager,会计经理,finance_manager,市场,T7_context
P001344,聘招专员,人力资源经理,hr_manager,GR经理,admin_manager,中台产品经理,product_manager,人力资源,T6_typo
P001345,Marketing Head,市场经理,marketing_manager,Sales Manager,sales_manager,MD,general_manager,市场,T1_raw
P001346,招聘运营 leader,运营经理,operations_manager,数据分析主管,data_analyst,网络安全工程师,software_engineer,运营,T3_domain
P001347,招聘主管，刚毕业 3 年,人力资源经理,hr_manager,政府关系经理,admin_manager,财务经理,finance_manager,人力资源,T7_context
P001348,我们公司做General Manager,总经理,general_manager,成本经理,finance_manager,仓储经理,supply_chain_manager,管理,T4_colloquial
P001349,高级资深项目经理,项目经理,project_manager,资深产品经理,product_manager,IQC经理,supply_chain_manager,产品,T2_seniority
P001350,负责客户成功负责人,销售经理,sales_manager,品牌公关总监,marketing_manager,机械工程师,mechanical_engineer,销售,T4_colloquial
P001351,搞风控负责人的,投资经理,investment_manager,财务分析经理,finance_manager,销售VP,sales_manager,投资,T4_colloquial
P001352,预算经理，跨部门协作多,财务经理,finance_manager,风控经理,investment_manager,执行董事,general_manager,财务,T7_context
P001353,搞设计负责人的,设计师,designer,大模型工程师,algorithm_engineer,GTM经理,marketing_manager,设计,T4_colloquial
P001354,资深投资助理,投资经理,investment_manager,审计负责人,finance_manager,product owner,product_manager,投资,T2_seniority
P001355,负责AI总监,算法工程师,algorithm_engineer,Android工程师,software_engineer,人事经理,hr_manager,算法,T4_colloquial
P001356,BD经理这块,销售经理,sales_manager,营销经理,marketing_manager,学习与发展经理,hr_manager,销售,T4_colloquial
P001357,财负务责人,财务经理,finance_manager,基金经理,investment_manager,Test Engineer,test_engineer,财务,T6_typo
P001358,Web3Architect,架构师,architect,安全工程师,software_engineer,风控经理,investment_manager,开发,T3_domain
P001359,出海Tech Architect,架构师,architect,技术总监,software_engineer,海外销售经理,sales_manager,开发,T3_domain
P001360,招聘会计经理,财务经理,finance_manager,投资VP,investment_manager,数据治理经理,data_analyst,财务,T3_domain
P001361,初级设计 leader,设计师,designer,生成式AI工程师,algorithm_engineer,营销经理,marketing_manager,设计,T2_seniority
P001362,资深测试工程师，在字节做推荐,测试工程师,test_engineer,前端 leader,software_engineer,资金负责人,finance_manager,测试,T7_context
P001363,工程项目经理，负责 AI 产品方向,项目经理,project_manager,产品负责人,product_manager,数据运营,data_analyst,产品,T7_context
P001364,类似Solution Architect这种的,架构师,architect,Software Engineer,software_engineer,大客户负责人,sales_manager,开发,T4_colloquial
P001365,我们公司做生产经理,供应链经理,supply_chain_manager,机械负责人,mechanical_engineer,算法总监,algorithm_engineer,供应链,T4_colloquial
P001366,NLP算法工程师岗位,算法工程师,algorithm_engineer,技术 leader,software_engineer,人力VP,hr_manager,算法,T4_colloquial
P001367,TL(senior),架构师,architect,程序员,software_engineer,机械负责人,mechanical_engineer,开发,T5_en_zh_mix
P001368,招一个做Sales Manager的,销售经理,sales_manager,市场总监,marketing_manager,运营总监,operations_manager,销售,T4_colloquial
P001369,负责TTS工程师,算法工程师,algorithm_engineer,技术主管,software_engineer,综合管理,admin_manager,算法,T4_colloquial
P001370,投经资理,投资经理,investment_manager,财务副总裁,finance_manager,网络安全工程师,software_engineer,投资,T6_typo
P001371,Senior 资深架构师,架构师,architect,运维负责人,software_engineer,BD专员,sales_manager,开发,T2_seniority
P001372,初级HR主管,人力资源经理,hr_manager,CAO,admin_manager,投后管理负责人,investment_manager,人力资源,T2_seniority
P001373,战略投资经理，之前做过开发,投资经理,investment_manager,财务总监,finance_manager,营销经理,marketing_manager,投资,T7_context
P001374,搞资深测试工程师的同事,测试工程师,test_engineer,基础架构工程师,software_engineer,NLP算法工程师,algorithm_engineer,测试,T4_colloquial
P001375,Lead 资深产品经理专员,产品经理,product_manager,资深项目经理,project_manager,高级财务经理,finance_manager,产品,T2_seniority
P001376,供链应VP,供应链经理,supply_chain_manager,散热工程师,mechanical_engineer,公关经理,marketing_manager,供应链,T6_typo
P001377,海外营销经理，在阿里做 B 端,市场经理,marketing_manager,商务经理,sales_manager,Tech Architect,architect,市场,T7_context
P001378,搞BD经理的,销售经理,sales_manager,品牌经理,marketing_manager,测试主管,test_engineer,销售,T4_colloquial
P001379,内审经理，在阿里做 B 端,财务经理,finance_manager,风控总监,investment_manager,硬件产品经理,product_manager,财务,T7_context
P001380,Technical Program Manager方向,项目经理,project_manager,中台产品经理,product_manager,投资助理,investment_manager,产品,T4_colloquial
P001381,我们公司做CAO,行政经理,admin_manager,CHRO,hr_manager,预算经理,finance_manager,行政,T4_colloquial
P001382,类似会计经理这种的,财务经理,finance_manager,专利工程师,legal_manager,品牌设计师,designer,财务,T4_colloquial
P001383,解决方案经理，负责 AI 产品方向,销售经理,sales_manager,品牌经理,marketing_manager,成本会计,finance_manager,销售,T7_context
P001384,QA工程师，带过 20+ 人团队,测试工程师,test_engineer,研发总监,software_engineer,财务专员,finance_manager,测试,T7_context
P001385,招一个做M&A经理的,投资经理,investment_manager,财务专员,finance_manager,中台产品经理,product_manager,投资,T4_colloquial
P001386,负责仓储负责人,供应链经理,supply_chain_manager,机械工程师,mechanical_engineer,法务VP,legal_manager,供应链,T4_colloquial
P001387,Web3高级供应链经理,供应链经理,supply_chain_manager,热设计工程师,mechanical_engineer,区域负责人,sales_manager,供应链,T3_domain
P001388,应供链VP,供应链经理,supply_chain_manager,机械工程师,mechanical_engineer,销售总监,sales_manager,供应链,T6_typo
P001389,负责海外商务,销售经理,sales_manager,市场负责人,marketing_manager,测试总监,test_engineer,销售,T4_colloquial
P001390,行政VP，跨部门协作多,行政经理,admin_manager,招聘经理,hr_manager,投资主管,investment_manager,行政,T7_context
P001391,SaaS项目经理,项目经理,project_manager,product manager,product_manager,设计VP,designer,产品,T3_domain
P001392,做高级运营经理的哥们,运营经理,operations_manager,Business Analyst,data_analyst,感知算法工程师,algorithm_engineer,运营,T4_colloquial
P001393,法务专员这块,法务经理,legal_manager,司库,finance_manager,市场VP,marketing_manager,法务,T4_colloquial
P001394,高级经理，之前做过开发,总经理,general_manager,质量经理,supply_chain_manager,QA工程师,test_engineer,管理,T7_context
P001395,SaaS公司律师,法务经理,legal_manager,高级财务经理,finance_manager,海外销售负责人,sales_manager,法务,T3_domain
P001396,项负目责人,项目经理,project_manager,产品负责人,product_manager,用户增长,operations_manager,产品,T6_typo
P001397,类似Interaction Designer这种的,设计师,designer,Mechanical Engineer,mechanical_engineer,客户成功负责人,sales_manager,设计,T4_colloquial
P001398,资深总经理,总经理,general_manager,商务经理,sales_manager,商务负责人,sales_manager,管理,T2_seniority
P001399,搞业务总监的,总经理,general_manager,诉讼律师,legal_manager,三维设计师,designer,管理,T4_colloquial
